"Population by City or County"
"Current date: 2/15/2026 7:24:22 PM (Eastern Standard Time)"
"Data source: Virginia_SS, Offense Data"
"Measures: Estimated Population"
"Incident Date","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Jurisdiction by Geography"
"Greene County","18,856","19,320","19,618","19,840","19,785","19,985","19,959","20,097","20,648","21,030","21,165","21,370","21,717"
