"Population by City or County"
"Current date: 2/15/2026 7:23:47 PM (Eastern Standard Time)"
"Data source: Virginia_SS, Offense Data"
"Measures: Estimated Population"
"Incident Date","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Jurisdiction by Geography"
"Louisa County","33,707","34,211","34,317","34,244","34,316","35,035","36,021","36,620","37,750","38,364","39,725","40,434","41,428"
