"Population by City or County"
"Current date: 2/15/2026 7:21:15 PM (Eastern Standard Time)"
"Data source: Virginia_SS, Offense Data"
"Measures: Estimated Population"
"Incident Date","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Jurisdiction by Geography"
"Orange County","33,999","34,143","34,487","34,015","33,777","34,521","35,582","35,921","36,271","36,341","37,109","37,629","38,778"
