,ADP
2012-12-31,0.10863509749303621
2013-12-31,13.673972602739726
2014-12-31,14.216438356164383
2015-12-31,2.7315068493150685
2016-12-31,1.1120218579234973
2017-12-31,1.2191780821917808
2018-12-31,1.095890410958904
2019-12-31,1.104109589041096
2020-12-31,0.05737704918032787
2021-12-31,0.0821917808219178
2022-12-31,1.378082191780822
2023-12-31,0.7780821917808219
2024-12-31,81.63387978142076
2025-12-31,130.46575342465752
2026-12-31,122.93333333333334
