,ADP
2012-12-31,255.82513661202185
2013-12-31,359.87397260273974
2014-12-31,377.9780821917808
2015-12-31,370.0904109589041
2016-12-31,354.04371584699453
2017-12-31,385.85479452054796
2018-12-31,382.92328767123286
2019-12-31,433.3534246575342
2020-12-31,403.08196721311475
2021-12-31,396.3150684931507
2022-12-31,366.7287671232877
2023-12-31,400.8821917808219
2024-12-31,455.9945355191257
2025-12-31,431.46849315068494
2026-12-31,377.4
