,ADP
2012-12-31,255.71857923497268
2013-12-31,346.2
2014-12-31,363.76164383561644
2015-12-31,367.35890410958905
2016-12-31,352.93169398907105
2017-12-31,384.6356164383562
2018-12-31,381.827397260274
2019-12-31,432.24931506849316
2020-12-31,403.0245901639344
2021-12-31,396.2328767123288
2022-12-31,365.35068493150686
2023-12-31,400.1041095890411
2024-12-31,374.3606557377049
2025-12-31,301.0027397260274
2026-12-31,254.46666666666667
